,Unnamed: 0,Unnamed: 0.1,RTT,Timestamp,New-RTT,Old-RTT
46,46,46,0.011,225,0.013,0.002
47,47,47,0.001,235,0.003,0.002
48,48,48,0.001,240,0.003,0.002
49,49,49,0.001,245,0.003,0.002
50,50,50,0.001,250,0.003,0.002
51,51,51,0.002,250,0.004,0.002
52,52,52,0.001,255,0.003,0.002
53,53,53,0.001,260,0.003,0.002
54,54,54,0.001,270,0.003,0.002
55,55,55,0.001,275,0.003,0.002
56,56,56,0.002,280,0.008,0.006
57,57,57,0.001,280,0.003,0.002
58,58,58,0.001,285,0.003,0.002
59,59,59,0.004,295,0.012,0.008
60,60,60,0.001,300,0.003,0.002
61,61,61,0.002,300,0.004,0.002
62,62,62,0.002,310,0.004,0.002
63,63,63,0.006,315,0.008,0.002
64,64,64,0.002,320,0.004,0.002
65,65,65,0.001,325,0.003,0.002
66,66,66,0.001,330,0.003,0.002
67,67,67,0.001,330,0.005,0.004
68,68,68,0.001,335,0.016,0.015000000000000001
69,69,69,0.002,340,0.004,0.002
70,70,70,0.001,345,0.003,0.002
71,71,71,0.006999999999999999,350,0.009,0.002
72,72,72,0.001,360,0.004,0.003
73,73,73,0.001,360,0.003,0.002
74,74,74,0.002,370,0.016,0.014000000000000002
75,75,75,0.002,370,0.005,0.003
76,76,76,0.001,380,0.003,0.002
77,77,77,0.001,385,0.010000000000000002,0.009000000000000001
78,78,78,0.001,385,0.003,0.002
79,79,79,0.002,395,0.005,0.003
80,80,80,0.002,395,0.004,0.002
81,81,81,0.016,405,0.018000000000000002,0.002
82,82,82,0.001,410,0.005,0.004
83,83,83,0.005,415,0.027,0.022
84,84,84,0.001,420,0.003,0.002
85,85,85,0.002,425,0.004,0.002
86,86,86,0.002,430,0.005,0.003
87,87,87,0.001,435,0.003,0.002
88,88,88,0.001,435,0.005,0.004
89,89,89,0.018000000000000002,440,0.020000000000000004,0.002
90,90,90,0.002,445,0.004,0.002
91,91,91,0.002,450,0.006,0.004
92,92,92,0.001,460,0.003,0.002
93,93,93,0.002,460,0.007,0.005
94,94,94,0.001,470,0.012,0.011000000000000001
95,95,95,0.001,470,0.003,0.002
96,96,96,0.002,480,0.015000000000000001,0.013000000000000001
97,97,97,0.001,485,0.003,0.002
98,98,98,0.001,485,0.003,0.002
99,99,99,0.003,490,0.019,0.016
100,100,100,0.001,495,0.003,0.002
101,101,101,0.002,500,0.004,0.002
102,102,102,0.001,505,0.003,0.002
103,103,103,0.001,515,0.016,0.015
104,104,104,0.001,520,0.004,0.003
105,105,105,0.001,525,0.003,0.002
106,106,106,0.002,525,0.004,0.002
107,107,107,0.001,535,0.003,0.002
108,108,108,0.001,535,0.004,0.003
109,109,109,0.002,545,0.008,0.006
110,110,110,0.003,545,0.005,0.002
