,Unnamed: 0,RTT,Timestamp,New-RTT,Old-RTT
0,0,0.001,0,0.002,0.001
1,1,0.001,0,0.002,0.001
2,2,0.001,5,0.002,0.001
3,3,0.001,10,0.013000000000000001,0.012
4,4,0.001,15,0.002,0.001
5,5,0.001,20,0.003,0.002
6,6,0.004,25,0.005,0.001
7,7,0.001,35,0.008,0.006999999999999999
8,8,0.001,35,0.008,0.006999999999999999
9,9,0.004,40,0.01,0.006
10,10,0.001,45,0.003,0.002
11,11,0.001,50,0.009000000000000001,0.008
12,12,0.002,55,0.004,0.002
13,13,0.001,60,0.013000000000000001,0.012
14,14,0.001,65,0.004,0.003
15,15,0.001,70,0.004,0.003
16,16,0.011000000000000001,75,0.04800000000000001,0.037000000000000005
17,17,0.001,80,0.022000000000000002,0.021
18,18,0.006999999999999999,85,0.02,0.013000000000000001
19,19,0.005,90,0.006,0.001
20,20,0.023,95,0.026,0.003
21,21,0.003,100,0.008,0.005
22,22,0.034,105,0.036000000000000004,0.002
23,23,0.001,115,0.005,0.004
24,24,0.001,115,0.005,0.004
25,25,0.023,120,0.028,0.005
26,26,0.001,125,0.023000000000000003,0.022000000000000002
27,27,0.001,130,0.013000000000000001,0.012
28,28,0.001,135,0.032,0.031
29,29,0.001,140,0.008,0.006999999999999999
30,30,0.001,145,0.021,0.02
31,31,0.001,150,0.002,0.001
32,32,0.002,155,0.006,0.004
33,33,0.006999999999999999,160,0.034,0.027000000000000003
34,34,0.005,165,0.011,0.006
35,35,0.001,170,0.007,0.006
36,36,0.001,175,0.006,0.005
37,37,0.003,180,0.012,0.009000000000000001
38,38,0.001,185,0.003,0.002
39,39,0.016,190,0.042,0.026000000000000002
40,40,0.001,195,0.021,0.02
41,41,0.001,200,0.005,0.004
42,42,0.001,205,0.002,0.001
43,43,0.004,210,0.005,0.001
44,44,0.001,215,0.007,0.006
45,45,0.004,220,0.012,0.008
46,46,0.002,225,0.003,0.001
47,47,0.001,230,0.002,0.001
48,48,0.001,235,0.002,0.001
49,49,0.008,240,0.048999999999999995,0.040999999999999995
50,50,0.001,245,0.002,0.001
51,51,0.001,250,0.012,0.011000000000000001
52,52,0.001,255,0.002,0.001
53,53,0.001,260,0.002,0.001
54,54,0.001,265,0.002,0.001
55,55,0.001,270,0.002,0.001
56,56,0.001,275,0.036000000000000004,0.035
57,57,0.001,280,0.002,0.001
58,58,0.001,285,0.002,0.001
59,59,0.001,290,0.002,0.001
60,60,0.001,295,0.002,0.001
61,61,0.001,300,0.002,0.001
62,62,0.001,305,0.003,0.002
63,63,0.001,315,0.002,0.001
64,64,0.001,315,0.002,0.001
65,65,0.002,320,0.003,0.001
66,66,0.001,325,0.002,0.001
67,67,0.001,330,0.002,0.001
68,68,0.001,335,0.011,0.01
69,69,0.001,345,0.002,0.001
70,70,0.001,345,0.002,0.001
71,71,0.001,350,0.002,0.001
72,72,0.004,355,0.005,0.001
73,73,0.001,360,0.002,0.001
74,74,0.001,365,0.003,0.002
75,75,0.001,370,0.002,0.001
76,76,0.004,375,0.005,0.001
77,77,0.001,380,0.035,0.034
78,78,0.001,385,0.002,0.001
79,79,0.001,390,0.002,0.001
80,80,0.001,395,0.002,0.001
81,81,0.001,405,0.002,0.001
82,82,0.001,405,0.002,0.001
83,83,0.001,410,0.002,0.001
84,84,0.001,415,0.002,0.001
85,85,0.001,425,0.002,0.001
86,86,0.001,425,0.002,0.001
87,87,0.001,430,0.002,0.001
88,88,0.002,435,0.003,0.001
89,89,0.001,440,0.002,0.001
90,90,0.001,445,0.002,0.001
91,91,0.001,450,0.002,0.001
92,92,0.001,455,0.05,0.049
93,93,0.001,460,0.002,0.001
94,94,0.006999999999999999,465,0.008,0.001
95,95,0.001,470,0.002,0.001
96,96,0.001,475,0.002,0.001
97,97,0.046,480,0.047,0.001
98,98,0.001,485,0.002,0.001
99,99,0.001,490,0.002,0.001
100,100,0.001,495,0.003,0.002
101,101,0.001,500,0.002,0.001
102,102,0.001,505,0.002,0.001
103,103,0.001,510,0.010000000000000002,0.009000000000000001
104,104,0.001,515,0.003,0.002
