,Unnamed: 0,RTT,Timestamp,New-RTT,Old-RTT
0,0,0.001,0,0.002,0.001
1,1,0.001,5,0.027000000000000003,0.026000000000000002
2,2,0.026000000000000002,10,0.027000000000000003,0.001
3,3,0.001,15,0.002,0.001
4,4,0.002,20,0.003,0.001
5,5,0.001,25,0.002,0.001
6,6,0.006,30,0.023,0.017
7,7,0.001,35,0.004,0.003
8,8,0.002,40,0.013000000000000001,0.011000000000000001
9,9,0.002,45,0.006,0.004
10,10,0.006,50,0.013,0.006999999999999999
11,11,0.001,55,0.004,0.003
12,12,0.002,60,0.017,0.015
13,13,0.005,65,0.032999999999999995,0.027999999999999997
14,14,0.002,70,0.003,0.001
15,15,0.001,75,0.039,0.038
16,16,0.001,80,0.033,0.032
17,17,0.003,85,0.02,0.017
18,18,0.006999999999999999,90,0.049,0.042
19,19,0.001,95,0.015,0.013999999999999999
20,20,0.001,100,0.006,0.005
21,21,0.013999999999999999,105,0.028999999999999998,0.015
22,22,0.01,110,0.012,0.002
23,23,0.002,115,0.006,0.004
24,24,0.001,120,0.015,0.013999999999999999
25,25,0.003,125,0.005,0.002
26,26,0.001,130,0.002,0.001
27,27,0.003,135,0.032,0.028999999999999998
28,28,0.019,140,0.051000000000000004,0.032
29,29,0.040999999999999995,145,0.05299999999999999,0.012
30,30,0.001,150,0.002,0.001
31,31,0.012,155,0.031,0.019
32,32,0.001,160,0.012,0.011000000000000001
33,33,0.001,165,0.002,0.001
34,34,0.001,170,0.004,0.003
35,35,0.003,175,0.007,0.004
36,36,0.002,180,0.004,0.002
37,37,0.004,185,0.009000000000000001,0.005
38,38,0.001,190,0.003,0.002
39,39,0.009000000000000001,195,0.010000000000000002,0.001
40,40,0.003,200,0.009999999999999998,0.006999999999999999
41,41,0.011000000000000001,205,0.016,0.005
42,42,0.01,210,0.018000000000000002,0.008
43,43,0.002,215,0.013000000000000001,0.011000000000000001
44,44,0.008,220,0.019000000000000003,0.011000000000000001
45,45,0.001,225,0.009000000000000001,0.008
46,46,0.002,230,0.003,0.001
47,47,0.002,235,0.003,0.001
48,48,0.001,240,0.002,0.001
49,49,0.001,245,0.002,0.001
50,50,0.001,250,0.002,0.001
51,51,0.002,255,0.003,0.001
52,52,0.003,260,0.004,0.001
53,53,0.001,265,0.002,0.001
54,54,0.002,270,0.003,0.001
55,55,0.001,275,0.002,0.001
56,56,0.001,280,0.002,0.001
57,57,0.002,285,0.003,0.001
58,58,0.001,290,0.002,0.001
59,59,0.001,295,0.002,0.001
60,60,0.001,300,0.002,0.001
61,61,0.001,305,0.002,0.001
62,62,0.001,310,0.002,0.001
63,63,0.002,315,0.009,0.006999999999999999
64,64,0.001,320,0.002,0.001
65,65,0.001,325,0.002,0.001
66,66,0.002,330,0.003,0.001
67,67,0.03,335,0.036,0.006
68,68,0.042,340,0.043000000000000003,0.001
69,69,0.001,345,0.002,0.001
70,70,0.001,350,0.003,0.002
71,71,0.001,355,0.003,0.002
72,72,0.001,360,0.003,0.002
73,73,0.002,365,0.003,0.001
74,74,0.002,370,0.003,0.001
75,75,0.001,375,0.002,0.001
