,Unnamed: 0,RTT,Timestamp,New-RTT,Old-RTT
0,0,0.001,0,0.009000000000000001,0.008
1,1,0.012,5,0.013000000000000001,0.001
2,2,0.001,10,0.008,0.006999999999999999
3,3,0.001,15,0.002,0.001
4,4,0.002,20,0.012,0.01
5,5,0.001,25,0.002,0.001
6,6,0.002,30,0.017,0.015
7,7,0.002,35,0.017,0.015
8,8,0.009000000000000001,40,0.020000000000000004,0.011000000000000001
9,9,0.003,45,0.009000000000000001,0.006
10,10,0.001,50,0.004,0.003
11,11,0.002,55,0.011000000000000001,0.009000000000000001
12,12,0.002,60,0.005,0.003
13,13,0.001,65,0.059,0.057999999999999996
14,14,0.002,70,0.009,0.006999999999999999
15,15,0.012,75,0.016,0.004
16,16,0.01,80,0.11699999999999999,0.107
17,17,0.003,85,0.069,0.066
18,18,0.003,90,0.026,0.023
19,19,0.003,95,0.005,0.002
20,20,0.039,100,0.042,0.003
21,21,0.001,105,0.005,0.004
22,22,0.001,110,0.008,0.006999999999999999
23,23,0.002,115,0.003,0.001
24,24,0.005,120,0.006,0.001
25,25,0.005,125,0.016,0.011000000000000001
26,26,0.002,130,0.003,0.001
27,27,0.028999999999999998,135,0.056999999999999995,0.027999999999999997
28,28,0.006999999999999999,140,0.013,0.006
29,29,0.02,145,0.024,0.004
30,30,0.002,150,0.006,0.004
31,31,0.002,155,0.007,0.005
32,32,0.008,160,0.030000000000000002,0.022000000000000002
33,33,0.009000000000000001,165,0.013000000000000001,0.004
34,34,0.001,170,0.018000000000000002,0.017
35,35,0.001,175,0.010000000000000002,0.009000000000000001
36,36,0.004,180,0.009000000000000001,0.005
37,37,0.003,185,0.008,0.005
38,38,0.005,190,0.021,0.016
39,39,0.003,195,0.008,0.005
40,40,0.003,200,0.005,0.002
41,41,0.018000000000000002,205,0.029000000000000005,0.011000000000000001
42,42,0.001,210,0.022000000000000002,0.021
43,43,0.001,215,0.002,0.001
44,44,0.001,220,0.006,0.005
45,45,0.003,225,0.009999999999999998,0.006999999999999999
46,46,0.006,230,0.007,0.001
47,47,0.023,235,0.024,0.001
48,48,0.009000000000000001,240,0.04,0.031
49,49,0.001,245,0.002,0.001
50,50,0.001,250,0.003,0.002
51,51,0.001,255,0.002,0.001
52,52,0.001,260,0.002,0.001
53,53,0.002,265,0.003,0.001
54,54,0.002,270,0.003,0.001
55,55,0.002,275,0.003,0.001
56,56,0.001,280,0.002,0.001
57,57,0.001,285,0.002,0.001
58,58,0.001,290,0.002,0.001
59,59,0.001,295,0.002,0.001
60,60,0.002,300,0.003,0.001
61,61,0.003,305,0.004,0.001
62,62,0.002,310,0.003,0.001
63,63,0.001,315,0.002,0.001
64,64,0.003,320,0.004,0.001
65,65,0.001,325,0.002,0.001
66,66,0.002,330,0.003,0.001
67,67,0.002,335,0.003,0.001
68,68,0.001,340,0.002,0.001
69,69,0.001,345,0.002,0.001
70,70,0.016,350,0.017,0.001
71,71,0.003,355,0.004,0.001
72,72,0.001,360,0.002,0.001
73,73,0.001,365,0.003,0.002
74,74,0.001,370,0.003,0.002
75,75,0.002,375,0.003,0.001
76,76,0.001,380,0.002,0.001
77,77,0.001,385,0.002,0.001
78,78,0.001,390,0.002,0.001
79,79,0.002,395,0.003,0.001
80,80,0.002,400,0.018000000000000002,0.016
81,81,0.001,405,0.002,0.001
82,82,0.002,410,0.003,0.001
83,83,0.005,415,0.006,0.001
84,84,0.001,420,0.014000000000000002,0.013000000000000001
85,85,0.001,425,0.002,0.001
86,86,0.002,430,0.003,0.001
87,87,0.002,435,0.003,0.001
88,88,0.002,440,0.003,0.001
89,89,0.004,445,0.005,0.001
90,90,0.001,450,0.002,0.001
91,91,0.001,455,0.003,0.002
92,92,0.008,460,0.01,0.002
93,93,0.002,465,0.014,0.012
94,94,0.002,470,0.004,0.002
95,95,0.001,475,0.002,0.001
96,96,0.002,480,0.003,0.001
97,97,0.002,485,0.003,0.001
98,98,0.002,490,0.003,0.001
99,99,0.002,495,0.003,0.001
100,100,0.001,500,0.003,0.002
101,101,0.002,505,0.005,0.003
102,102,0.002,510,0.003,0.001
103,103,0.003,515,0.004,0.001
104,104,0.001,520,0.002,0.001
105,105,0.002,525,0.004,0.002
106,106,0.002,530,0.003,0.001
107,107,0.001,535,0.002,0.001
108,108,0.001,540,0.006,0.005
109,109,0.002,545,0.003,0.001
110,110,0.002,550,0.003,0.001
111,111,0.001,555,0.002,0.001
112,112,0.002,560,0.003,0.001
113,113,0.001,565,0.003,0.002
114,114,0.002,570,0.004,0.002
115,115,0.002,575,0.003,0.001
116,116,0.006,580,0.007,0.001
117,117,0.001,585,0.002,0.001
118,118,0.001,590,0.004,0.003
119,119,0.002,595,0.003,0.001
120,120,0.001,600,0.014000000000000002,0.013000000000000001
121,121,0.001,605,0.002,0.001
122,122,0.001,610,0.002,0.001
123,123,0.002,615,0.003,0.001
124,124,0.001,620,0.002,0.001
125,125,0.001,625,0.011,0.01
126,126,0.001,630,0.002,0.001
127,127,0.001,635,0.025,0.024
128,128,0.001,640,0.006,0.005
129,129,0.002,645,0.003,0.001
130,130,0.001,650,0.002,0.001
131,131,0.001,655,0.002,0.001
132,132,0.003,660,0.004,0.001
133,133,0.001,665,0.002,0.001
134,134,0.001,670,0.002,0.001
135,135,0.001,675,0.023000000000000003,0.022000000000000002
136,136,0.002,680,0.004,0.002
137,137,0.001,685,0.002,0.001
138,138,0.001,690,0.002,0.001
139,139,0.002,695,0.003,0.001
140,140,0.002,700,0.004,0.002
141,141,0.001,705,0.002,0.001
142,142,0.001,710,0.002,0.001
143,143,0.011000000000000001,715,0.012,0.001
144,144,0.002,720,0.003,0.001
145,145,0.002,725,0.003,0.001
146,146,0.001,730,0.002,0.001
147,147,0.001,735,0.017,0.016
148,148,0.001,740,0.012,0.011000000000000001
149,149,0.001,745,0.002,0.001
150,150,0.001,750,0.003,0.002
151,151,0.001,755,0.005,0.004
152,152,0.011000000000000001,760,0.012,0.001
153,153,0.002,765,0.003,0.001
154,154,0.002,770,0.003,0.001
155,155,0.001,775,0.012,0.011000000000000001
156,156,0.005,780,0.006,0.001
157,157,0.002,785,0.003,0.001
158,158,0.001,790,0.002,0.001
159,159,0.001,795,0.002,0.001
160,160,0.001,800,0.002,0.001
161,161,0.002,805,0.003,0.001
162,162,0.002,810,0.003,0.001
163,163,0.021,815,0.022000000000000002,0.001
164,164,0.002,820,0.003,0.001
165,165,0.002,825,0.047,0.045
166,166,0.002,830,0.004,0.002
167,167,0.002,835,0.003,0.001
168,168,0.002,840,0.003,0.001
169,169,0.001,845,0.002,0.001
170,170,0.001,850,0.002,0.001
171,171,0.001,855,0.008,0.006999999999999999
172,172,0.002,860,0.003,0.001
173,173,0.001,865,0.002,0.001
174,174,0.002,870,0.003,0.001
175,175,0.002,875,0.003,0.001
176,176,0.001,880,0.002,0.001
177,177,0.001,885,0.003,0.002
178,178,0.004,890,0.005,0.001
179,179,0.001,895,0.002,0.001
180,180,0.002,900,0.004,0.002
181,181,0.002,905,0.003,0.001
182,182,0.001,910,0.002,0.001
183,183,0.002,915,0.003,0.001
184,184,0.032,920,0.033,0.001
185,185,0.001,925,0.002,0.001
186,186,0.001,930,0.003,0.002
187,187,0.001,935,0.005,0.004
188,188,0.001,940,0.002,0.001
189,189,0.002,945,0.011000000000000001,0.009000000000000001
190,190,0.002,950,0.003,0.001
191,191,0.008,955,0.009000000000000001,0.001
192,192,0.001,960,0.002,0.001
193,193,0.001,965,0.002,0.001
194,194,0.001,970,0.002,0.001
195,195,0.002,975,0.003,0.001
196,196,0.001,980,0.013000000000000001,0.012
197,197,0.002,985,0.004,0.002
198,198,0.005,990,0.006,0.001
199,199,0.001,995,0.002,0.001
200,200,0.005,1000,0.006,0.001
201,201,0.004,1005,0.015000000000000001,0.011000000000000001
202,202,0.001,1010,0.002,0.001
203,203,0.001,1015,0.002,0.001
