,Latency,Time
0,0.018507246017456055,0
1,0.04121611523628235,0
2,0.02812931156158447,5
3,0.015605777978897095,10
4,0.020933032512664797,15
5,0.03401188898086548,20
6,0.018065028429031373,25
7,0.040498557806015016,30
8,0.03662749028205872,35
9,0.023246572256088255,40
10,0.032456689834594724,45
11,0.021508481025695803,50
12,0.01956022667884827,55
13,0.010719847679138184,60
14,0.025670108795166013,65
15,0.041960586786270154,70
16,0.006281009197235107,75
17,0.008068814277648925,80
18,0.009915240287780763,85
19,0.008441210746765137,90
20,0.005510038614273072,95
21,0.007241192579269409,100
22,0.03321541476249695,105
23,0.006170008182525635,110
24,0.007089897871017456,115
25,0.00642427396774292,120
26,0.016134629011154176,125
27,0.009207678318023682,130
28,0.008292200326919557,135
29,0.015848870277404788,140
30,0.012891522645950317,145
31,0.01350993013381958,150
32,0.005874044656753541,155
33,0.039793940782547,160
34,0.016343091011047365,165
35,0.008540628910064699,170
36,0.007827831745147704,175
37,0.007019599914550782,180
38,0.036602918863296516,185
39,0.020745887994766236,190
40,0.0071842620372772215,195
